BBOalert
1.,7},Please read chat#ra 1.7 - based on Garozzo's system for Italian Junior team and a little modification\\[Defensive bidding]\\-jump overcall 10-13 HCP; 6+ cards\\-normal overcall 0-16 HCP if very weak then 6+ cards & preemptive\\-take-out double 13-16 HCP and 3+ cards other suits OR 17+ HCP; any shape\\-Michael's + UNT\\-beware of prebalance t/o doubles and suit bids (10+ HCP)
1D--1H--1N--,3C,4!h-5+!c 9-11
1D--1H--1N--,3D,4!h-5+!d; 9-11
1D--1H--1N--,3H,6+!h; good suit; GF
1D--1H--1N--,3S,Please read chat#5!h-4!d; splinter !s; mild slam interest
1D--1H--1N--,4C,5!h-4+!d; splinter; mild slam interest
1D--1H--,1S,11-16; 4+!d-4!s
1D--1H--1S--,1N,5-9
1D--1H--1S--1N--,2C,11-14; 5+!d-4!s-3+!c
1D--1H--1S--1N--,2D,11-14; 6+!d-4!s
1D--1H--1S--1N--,2H,14-16; 5!d-4!s-3!h
1D--1H--1S--1N--,2N,15-16; 5!d-4!s-3!c
1D--1H--1S--1N--,2S,14-16; 6+!d-4!s
1D--1H--1S--1N--,3C,15-16; 5!d-4!s-4!c
1D--1H--1S--1N--,3D,13-16; 6+ good !d; 4!s
1D--1H--1S--,2C,invit+ relay; says nothing about shape
1D--1H--1S--2C--,2D,3!h; min or max
1D--1H--1S--2C--2D--,2H,
1D--1H--1S--2C--2D--,2N,invite; 4!h
1D--1H--1S--2C--2D--,2S,GF relay
1D--1H--1S--2C--2D--,3C,
1D--1H--1S--2C--2D--,3D,
1D--1H--1S--2C--2D--,3H,slammish; balanced
1D--1H--1S--2C--2D--,3N,to play
1D--1H--1S--2C--2D--,3S,slammish; balanced
1D--1H--1S--2C--2D--,4C,splinter for !h
1D--1H--1S--2C--2D--,4D,splinter for !h
1D--1H--1S--2C--2D--,4H,
1D--1H--1S--2C--,2H,0-2!h; minimum
1D--1H--1S--2C--2H--,2S,Please read chat#GF relay; all slammish hands would have to bid this too
1D--1H--1S--2C--2H--,3C,
1D--1H--1S--2C--2H--,3D,
1D--1H--1S--2C--2H--,3S,
1D--1H--1S--2C--2H--,4S,
1D--1H--1S--2C--,2N,2!h; maximum; balanced
1D--1H--1S--2C--,2S,0-2!h; maximum; unbalanced
1D--1H--1S--2C--2S--,2N,Please read chat#waiting relay; all slam hands would have to bid this too
1D--1H--1S--,2D,
1D--1H--1S--,2H,6+!h; 7-10 HCP
1D--1H--1S--,2N,Please read chat#2NT transfer -                          a) !c signoff                               b) 6+ great !h; at least mild slam interest                                    c) 5+!h-5+m GF                        d) strong slammish splinter raise of !s
1D--1H--1S--2N--,3C,forced
1D--1H--1S--2N--3C--,3D,5+!h-5+!d GF
1D--1H--1S--2N--3C--,3H,5+!h-5+!c GF
1D--1H--1S--2N--3C--,3N,Please read chat#6+ solid or semi-solid !h; mild slam interest; NF
1D--1H--1S--2N--3C--,3S,any strong slam splinter for !s
1D--1H--1S--2N--3C--3S--,3N,asks shortness
1D--1H--1S--2N--3C--3S--3N--,4C,short !d
1D--1H--1S--2N--3C--3S--3N--,4D,short !c
1D--1H--1S--2N--3C--,4C,Please read chat#6+ solid or semi-solid !h; strong slam try; cue
1D--1H--1S--2N--3C--,4D,Please read chat#6+ solid or semi-solid !h; strong slam try; cue
1D--1H--1S--2N--3C--,4H,Please read chat#6+ solid or semi-solid !h; strong slam try; no minor cue
1D--1H--1S--2N--3C--,4S,Please read chat#6+ solid or semi-solid !h; strong slam try; cue
1D--1H--1S--2N--3C--,--,!c signoff; 6+!c
1D--1H--1S--,2S,courtesy raise; 7-9 HCP
1D--1H--1S--,3C,5+!h-4!d GF
1D--1H--1S--,3D,4+!h-4+!d; 9-11; suit oriented
1D--1H--1S--,3H,6+!h; 9-11 HCP
1D--1H--1S--,3S,9-11
1D--1H--1S--,4C,splinter for !s; mild slam interest
1D--1H--1S--,4D,splinter for !s; mild slam interest
1D--1H--,2C,Please read chat#Gazzilli:                                  a) 5+!d-4+!c 14+                        b) 6+!d 17+                                c) 4!h balanced 18-20             d) 5+!d-4!h 17+
1D--1H--2C--,2D,2+!d; 5-8 HCP
1D--1H--2C--2D--,2H,5!d-4!c-3!h 15-16
1D--1H--2C--2D--,2N,5+!d-4!c; 17-19; !s stopper
1D--1H--2C--2D--2N--,3C,GF relay
1D--1H--2C--2D--2N--3C--,3D,6!d
1D--1H--2C--2D--2N--3C--,3H,5!d; Hx!h
1D--1H--2C--2D--2N--3C--,3N,5!d
1D--1H--2C--2D--2N--3C--,3S,5!d; ?
1D--1H--2C--2D--2N--,3D,
1D--1H--2C--2D--2N--,3H,
1D--1H--2C--2D--,2S,Please read chat#a) 5!d-4!c 17-19 no !s stopper    b) 6+!d 18+ GF                        c) 5+!d-4!c 19+ GF
1D--1H--2C--2D--2S--,2N,minimum; !s stopper
1D--1H--2C--2D--2S--,3C,4!c; min or max
1D--1H--2C--2D--2S--,3D,minimum; no !s stopper
1D--1H--2C--2D--2S--,3H,5!h; min or max
1D--1H--2C--2D--2S--,3N,maximum; !s stopper
1D--1H--2C--2D--2S--,3S,maximum; no !s stopper
1D--1H--2C--2D--,3C,5+!d-5+!c 3-4.5 losers
1D--1H--2C--2D--,3D,6+!d; 17-18 HCP
1D--1H--2C--2D--,3H,4!h; 18-20 balanced
1D--1H--2C--2D--,3N,5!d-4!h-2-2; 17+
1D--1H--2C--2D--,3S,5+!d-4!h; 17+ splinter
1D--1H--2C--2D--,4C,5+!d-4!h; 17+ splinter
1D--1H--2C--,2H,Please read chat#5+!h; 5-8 HCP; strong pref. for !h over !d
1D--1H--2C--2H--,2N,5+!d-4!c; 17-19; !s stopper
1D--1H--2C--2H--2N--,3C,GF relay
1D--1H--2C--2H--2N--3C--,3D,6!d
1D--1H--2C--2H--2N--3C--,3H,5!d; Hx!h
1D--1H--2C--2H--2N--3C--,3N,5!d
1D--1H--2C--2H--2N--3C--,3S,5!d; ?
1D--1H--2C--2H--2N--,3D,
1D--1H--2C--2H--2N--,3H,
1D--1H--2C--2H--,2S,Please read chat#a) 5!d-4!c 17-19 no !s stopper    b) 6+!d 18+ GF                        c) 5+!d-4!c 19+ GF
1D--1H--2C--2H--2S--,2N,minimum; !s stopper
1D--1H--2C--2H--2S--,3C,4!c; min or max
1D--1H--2C--2H--2S--,3D,minimum; no !s stopper
1D--1H--2C--2H--2S--,3H,5!h; min or max
1D--1H--2C--2H--2S--,3N,maximum; !s stopper
1D--1H--2C--2H--2S--,3S,maximum; no !s stopper
1D--1H--2C--2H--,3C,5+!d-5+!c 3-4.5 losers
1D--1H--2C--2H--,3D,
1D--1H--2C--2H--,3H,4!h; 18-20 balanced
1D--1H--2C--2H--,3N,5!d-4!h-2-2; 17+
1D--1H--2C--2H--,3S,5+!d-4!h; 17+ splinter
1D--1H--2C--2H--,4C,5+!d-4!h; 17+ splinter
1D--1H--2C--2H--,4D,
1D--1H--2C--,2N,4+!c; 5-7 HCP
1D--1H--2C--2N--,3C,
1D--1H--2C--2N--,3D,
1D--1H--2C--2N--,3H,18-20; 4!h balanced
1D--1H--2C--2N--,3S,strong; asks !s stopper
1D--1H--2C--2N--,4C,5+!d-5+!c 3-4.5 losers
1D--1H--2C--2N--,4H,Please read chat#was an unbalanced 17+ !h raise; or 5!d-4!h-2-2; 17+
1D--1H--2C--,2S,relay; 9+HCP; F1
1D--1H--2C--2S--,2N,5+!d-4+!c; 17+
1D--1H--2C--2S--2N--,3C,GF relay
1D--1H--2C--2S--2N--3C--,3D,6+!d
1D--1H--2C--2S--2N--3C--,3H,3!h
1D--1H--2C--2S--2N--3C--,3N,5!d-4+!c !s stopper
1D--1H--2C--2S--2N--3C--,3S,5!d-4+!c; asks for !s stopper
1D--1H--2C--2S--2N--3C--,4C,5+!d-5+!c 3-4.5 losers
1D--1H--2C--2S--2N--,3D,3-4!d GF
1D--1H--2C--2S--2N--,3H,6+!h GF
1D--1H--2C--2S--2N--,3S,asks !s stopper
1D--1H--2C--2S--,3C,5+!d-4+!c 14-16
1D--1H--2C--2S--3C--,3D,
1D--1H--2C--2S--3C--,3H,6+!h GF
1D--1H--2C--2S--3C--,3S,asks !s stopper
1D--1H--2C--2S--,3D,6+!d; 17+ HCP
1D--1H--2C--2S--,3H,4!h balanced 18-20
1D--1H--2C--2S--,3N,5!d-4!h-2-2; 17+
1D--1H--2C--2S--,3S,5+!d-4!h; 17+ splinter
1D--1H--2C--2S--,4C,5+!d-4!h; 17+ splinter
1D--1H--2C--,3C,5!h-4+!c; good 7 to bad 10
1D--1H--2C--,3D,5!h-4+!d; good 7 to bad 10
1D--1H--2C--,3H,6+!h 9-11
1D--1H--2C--,3S,6+!h-5!s GF
1D--1H--,2D,11-16; 6+!d
1D--1H--2D--,2H,6+!h 7-9
1D--1H--2D--,2N,Please read chat#2NT transfer -                          a) !c signoff                               b) 6+ great !h; at least mild slam interest                                    c) 5+!h-5+c GF                        d) 6+!h-5!s GF                           e) any strong slam splinter for !d
1D--1H--2D--2N--,3C,forced
1D--1H--2D--2N--3C--,3D,any strong slam splinter for !d
1D--1H--2D--2N--3C--3D--,3H,asks shortness
1D--1H--2D--2N--3C--3D--3H--,3N,short !c
1D--1H--2D--2N--3C--3D--3H--,3S,short !s
1D--1H--2D--2N--3C--,3H,5+!h-5+!c GF
1D--1H--2D--2N--3C--,3N,Please read chat#6+ solid or semi-solid !h; mild slam try; NF
1D--1H--2D--2N--3C--,3S,6+!h-5!s GF
1D--1H--2D--2N--3C--,4C,Please read chat#6+ solid or semi-solid !h; strong slam try; cue
1D--1H--2D--2N--3C--,4D,Please read chat#6+ solid or semi-solid !h; strong slam try; cue
1D--1H--2D--2N--3C--,4H,Please read chat#6+ solid or semi-solid !h; strong slam try; no minor cue
1D--1H--2D--2N--3C--,--,!c signoff; 7(6)+!c
1D--1H--2D--,2S,invit+ relay
1D--1H--2D--2S--,2N,max; denies 3!h
1D--1H--2D--2S--,3C,Please read chat#minimum; 3!h; or max 6!d-3!h no side stopper
1D--1H--2D--2S--,3D,minimum; denies 3!h
1D--1H--2D--2S--3D--,3H,6+!h GF
1D--1H--2D--2S--3D--,3S,asks !s stopper
1D--1H--2D--2S--,3H,max; 3!h; no !c stopper
1D--1H--2D--2S--,3N,max; 3!h; both side suits stopped
1D--1H--2D--2S--,3S,max; 3!h; no !s stopper
1D--1H--2D--,3C,5+!h-5+!c 9-11
1D--1H--2D--,3D,
1D--1H--2D--,3H,6+!h 10-11
1D--1H--2D--,3S,Please read chat#splinter for !d; 3+!d; mild slam interest
1D--1H--2D--,4C,Please read chat#splinter for !d; 3+!d; mild slam interest
1D--1H--2D--,4D,RKC !d
1D--1H--2D--,4H,
1D--1H--,2H,Please read chat#11-14; 4!h or Hxx and a worthless doubleton
1D--1H--2H--,2N,Please read chat#4+!h; !s splinter; game invite or strong slam invite
1D--1H--2H--2N--,3C,sets !h; asks shortness
1D--1H--2H--2N--3C--,3D,no shortness
1D--1H--2H--2N--3C--,3H,short !d
1D--1H--2H--2N--3C--,3S,short !c
1D--1H--2H--2N--,3D,sets !s; asks shortness
1D--1H--2H--2N--3D--,3H,2-2
1D--1H--2H--2N--3D--,3N,short !c
1D--1H--2H--2N--3D--,3S,short !d
1D--1H--2H--,2S,invit+ relay; usually balanced
1D--1H--2H--2S--,2N,4!h unbalanced; min or max
1D--1H--2H--2S--2N--,3C,relay
1D--1H--2H--2S--2N--3C--,3D,short !s; minimum
1D--1H--2H--2S--2N--3C--,3H,short !c; minimum
1D--1H--2H--2S--2N--3C--,3N,short !c; maximum
1D--1H--2H--2S--2N--3C--,3S,short !s; maximum
1D--1H--2H--2S--,3C,3!h; minimum
1D--1H--2H--2S--3C--,3D,asks !c stopper
1D--1H--2H--2S--3C--,3H,
1D--1H--2H--2S--3C--,3S,asks !s stopper
1D--1H--2H--2S--3C--,4H,
1D--1H--2H--2S--,3D,3!h; maximum
1D--1H--2H--2S--3D--,3H,asks !c stopper
1D--1H--2H--2S--3D--,3S,asks !s stopper
1D--1H--2H--2S--3D--,4H,
1D--1H--2H--2S--,3H,4!h balanced; minimum
1D--1H--2H--2S--,3S,4!h balanced; maximum
1D--1H--2H--,3C,Please read chat#4+!h; !d splinter; game invite or strong slam invite
1D--1H--2H--,3D,Please read chat#4+!h; !c splinter; game invite or strong slam invite
1D--1H--2H--,3H,
1D--1H--2H--,3N,4!h; bad trumps soft hand; or 4333
1D--1H--2H--,3S,5+!h; !s splinter; mild slam try
1D--1H--2H--,4C,5+!h; !d splinter; mild slam try
1D--1H--2H--,4D,5+!h; !c splinter; mild slam try
1D--1H--2H--,4H,
1D--1H--,2N,Please read chat#18-20 balanced; denies 4!h; may have 4!s
1D--1H--2N--,3C,5+!h-4+!d; slam interest
1D--1H--2N--,3D,5+!h; forces 3!h
1D--1H--2N--3D--,3H,forced
1D--1H--2N--3D--3H--,3N,5!h; choice of games
1D--1H--2N--3D--3H--,3S,5!h-4!s
1D--1H--2N--3D--3H--,4C,5!h-4!c slam interest
1D--1H--2N--3D--3H--,4D,cue; 6+!h; slam interest
1D--1H--2N--3D--3H--,4H,6+!h; slam interest; no !d cue
1D--1H--2N--3D--3H--,--,signoff
1D--1H--2N--,3H,4!h-4!s GF
1D--1H--2N--,3S,4!h-4!d slam interest
1D--1H--2N--,4C,5!h exactly; cue with slam interest
1D--1H--2N--,4D,5!h exactly; cue with slam interest
1D--1H--2N--,4H,
1D--1H--,2S,reverse:  5+!d-4!s 17+
1D--1H--2S--,2N,GF shape ask; GAR relay
1D--1H--2S--2N--,3C,5!d-4!h; denies 4!c
1D--1H--2S--2N--3C--,3D,asks shortness; denies !s interest
1D--1H--2S--2N--3C--3D--,3H,5-4-2-2
1D--1H--2S--2N--3C--3D--,3N,sing. !c
1D--1H--2S--2N--3C--3D--,3S,sing. !h
1D--1H--2S--2N--3C--,3H,asks shortness; sets !s
1D--1H--2S--2N--3C--3H--,3N,sing. !h
1D--1H--2S--2N--3C--3H--,3S,5-4-2-2
1D--1H--2S--2N--3C--3H--,4C,sing. !c
1D--1H--2S--2N--,3D,6+!d-4!s
1D--1H--2S--2N--3D--,3H,asks shortness; denies !s interest
1D--1H--2S--2N--3D--3H--,3N,short !c
1D--1H--2S--2N--3D--3H--,3S,short !h
1D--1H--2S--2N--3D--,3S,asks shortness; sets !s
1D--1H--2S--2N--3D--3S--,3N,short !h
1D--1H--2S--2N--3D--3S--,4C,short !c
1D--1H--2S--2N--,3N,4!s-5!d-4!c
1D--1H--2S--,3C,5+!h-5+!c 7+ HCP GF
1D--1H--2S--,3D,
1D--1H--2S--,3H,6+!h 8+ HCP GF
1D--1H--2S--,3S,courtesy raise; 4-6 HCP
1D--1H--,3C,13-16; 5+!d-5+!c; 5-5.5 losers
1D--1H--,3D,6+ good !d; 13-16
1D--1H--3D--,3H,5+!h; 7+ HCP
1D--1H--3D--3H--,3N,0-1 !h
1D--1H--3D--3H--,3S,2!h
1D--1H--3D--3H--,4C,cue with 3!h
1D--1H--3D--3H--,4D,cue with 3!h
1D--1H--3D--,3S,asks !s stopper
1D--1H--,3H,14-16; 4!h unbalanced
1D--1H--,3N,Please read chat#7 solid !d; side stoppers; about 8 tricks
1D--1H--,3S,4!s-4!h-4!d-1!c 18-22
1D--1H--,4C,6+!d-4!h 13-16 splinter
1D--1H--,4D,6+!d-4!h 13-16 !s splinter
1D--,1N,5-10; 4+!c
1D--1N--,2C,invit+ relay
1D--1N--2C--,2D,minimum; denies 5+!c
1D--1N--2C--2D--,2H,GF relay
1D--1N--2C--2D--2H--,2N,4!c-333
1D--1N--2C--2D--2H--,2S,4!d-333
1D--1N--2C--2D--2H--,3C,4!c-4!d
1D--1N--2C--2D--,3C,
1D--1N--2C--2D--,3D,
1D--1N--2C--,2H,5+!c; min or max
1D--1N--2C--2H--,2S,relay; not nec. GF
1D--1N--2C--2H--2S--,2N,minimum
1D--1N--2C--2H--2S--2N--,3C,
1D--1N--2C--2H--2S--2N--,3D,
1D--1N--2C--2H--2S--2N--,3H,asks !h stopper
1D--1N--2C--2H--2S--2N--,3S,asks !s stopper
1D--1N--2C--2H--2S--,3C,max without 3!d
1D--1N--2C--2H--2S--3C--,3D,
1D--1N--2C--2H--2S--3C--,3H,asks !h stopper
1D--1N--2C--2H--2S--3C--,3S,asks !s stopper
1D--1N--2C--2H--2S--,3D,max; 3!d; no major stoppers
1D--1N--2C--2H--2S--,3H,max; 3!d; asks !h stopper
1D--1N--2C--2H--2S--,3N,max; 3!d; both majors stopped
1D--1N--2C--2H--2S--,3S,max; 3!d; asks !s stopper
1D--1N--2C--2H--,3C,
1D--1N--2C--,2N,max; 4!c-333
1D--1N--2C--2N--,3H,asks !h stopper
1D--1N--2C--2N--,3S,asks !s stopper
1D--1N--2C--,2S,max; 4!d-333
1D--1N--2C--2S--,3H,asks !h stopper
1D--1N--2C--2S--,3S,asks !s stopper
1D--1N--2C--,3C,max; 4!c-4!d
1D--1N--2C--3C--,3H,asks !h stopper
1D--1N--2C--3C--,3S,asks !s stopper
1D--1N--,2D,
1D--1N--2D--,2H,good 8-10; !d honor; no !h stopper
1D--1N--2D--,2N,transfer to clubs
1D--1N--2D--,2S,good 8-10; !d honor; no !s stopper
1D--1N--2D--,3C,good 8-10; !d honor; no !c stopper
1D--1N--2D--,3D,Please read chat#good 8-10; !d honor; at least half-stopper in all side suits
1D--1N--,2H,5+!d-4+!h 17+
1D--1N--,2N,Please read chat#a) preempt with 5+-4+ minors or 6+!d                                        b) 18-20 bal lacking a major stopper
1D--1N--2N--,3C,preference
1D--1N--2N--3C--,3D,preempt; 6+!d
1D--1N--2N--3C--,3H,18-20; asks !h stopper
1D--1N--2N--3C--,3S,18-20; asks !s stopper
1D--1N--2N--,3D,preference
1D--1N--2N--3D--,3H,18-20; asks !h stopper
1D--1N--2N--3D--,3S,18-20; asks !s stopper
1D--1N--,2S,5+!d-4+!s 17+
1D--1N--,3C,5+!d-5+!c; 5-5.5 losers
1D--1N--,3D,6+ good !d; 13-16
1D--1N--,3H,6!d-5!h; 3/4 losers
1D--1N--,3S,6!d-5!s; 3/4 losers
1D--,1S,
1D--1S--,1N,12-14 bal or 11-14 5!d-4!h-1/2!s
1D--1S--1N--,2C,Please read chat#2-way checkback:  !d signoff or any invite hand
1D--1S--1N--2C--,2D,forced
1D--1S--1N--2C--2D--,2H,5!s-4+!h; 9-11; mild invite
1D--1S--1N--2C--2D--,2N,10-11; 4!s
1D--1S--1N--2C--2D--,2S,5!s 10-11
1D--1S--1N--2C--2D--,3C,5+!s-5+!c 9-11
1D--1S--1N--2C--2D--,3D,5+!s-4+!d 9-11
1D--1S--1N--2C--2D--,3H,5+!s-5+!h 9-11; solid invite
1D--1S--1N--2C--2D--,3S,6+!s; 9-11
1D--1S--1N--2C--2D--,--,!d signoff; 3+!d
1D--1S--1N--,2D,2-way checkback:  general GF
1D--1S--1N--2D--,2H,4!h; may have 3!s
1D--1S--1N--2D--2H--,2N,general; waiting for more info
1D--1S--1N--2D--2H--,2S,5+ bad !s; maybe NT oriented
1D--1S--1N--2D--2H--,3C,5!s-4!c
1D--1S--1N--2D--2H--,3D,5!s-4!d
1D--1S--1N--2D--2H--,3H,5!s-4!h
1D--1S--1N--2D--,2N,no other bid available
1D--1S--1N--2D--,2S,3!s; denies 4!h
1D--1S--1N--2D--2S--,2N,waiting for more info
1D--1S--1N--2D--2S--,3C,5!s-4!c
1D--1S--1N--2D--2S--,3D,5!s-4!d
1D--1S--1N--2D--2S--,3H,5!s-4!h
1D--1S--1N--2D--2S--,3S,sets !s
1D--1S--1N--2D--2S--,4C,splinter for !s
1D--1S--1N--2D--2S--,4D,splinter for !s
1D--1S--1N--2D--2S--,4H,splinter for !s
1D--1S--1N--2D--2S--,4S,
1D--1S--1N--2D--,3C,4 bad !c; likely strong doubleton !h
1D--1S--1N--2D--,3D,bad 6!d
1D--1S--1N--2D--,3H,5!d-4!h; 1-2!s
1D--1S--1N--,2H,
1D--1S--1N--,2N,Please read chat#2NT transfer -                          a) !c signoff                               b) 6+ great !s; at least mild slam interest                                    c) 5+!s-5+other GF                 d) strong slam splinter for !d
1D--1S--1N--2N--,3C,forced
1D--1S--1N--2N--3C--,3D,any strong slam splinter for !d
1D--1S--1N--2N--3C--3D--,3H,asks shortness
1D--1S--1N--2N--3C--3D--3H--,3N,short !c
1D--1S--1N--2N--3C--3D--3H--,3S,short !h
1D--1S--1N--2N--3C--,3H,5+!s-5+!h GF
1D--1S--1N--2N--3C--,3N,Please read chat#6+ solid or semisolid !s; mild slam try; NF
1D--1S--1N--2N--3C--,3S,5+!s-5+!c GF
1D--1S--1N--2N--3C--,4C,Please read chat#6+ solid or semisolid !s; strong slam try; cue
1D--1S--1N--2N--3C--,4D,Please read chat#6+ solid or semisolid !s; strong slam try; cue
1D--1S--1N--2N--3C--,4H,Please read chat#6+ solid or semisolid !s; strong slam try; cue
1D--1S--1N--2N--3C--,--,!c signoff; 6+!c
1D--1S--1N--,2S,
1D--1S--1N--,3C,4!s-5+!c 9-11
1D--1S--1N--,3D,4!s-5+!d 9-11
1D--1S--1N--,3H,5!s-4!d; splinter; mild slam interest
1D--1S--1N--,3S,6+!s GF
1D--1S--1N--,4C,Please read chat#5!s-4!d; !c splinter; mild slam interest
1D--1S--,2C,Please read chat#Gazzilli:                                  a) 5+!d-4+!c 11+                        b) 6+!d 17+                                c) 4!s balanced 18-20             d) 5+!d-4!s 17+
1D--1S--2C--,2D,2+!d; 5-8 HCP
1D--1S--2C--2D--,2H,Please read chat#a) 5+!d-4!c 17-19; no !h stopper   b) 5+!d-4!c 19+ GF                     c) 6+!d 19+ GF
1D--1S--2C--2D--2H--,2N,!h stopper; minimum
1D--1S--2C--2D--2H--,2S,5!s; minimum
1D--1S--2C--2D--2H--,3C,4!c; min or max; probably 3+!d
1D--1S--2C--2D--2H--,3D,minimum; no !h stopper
1D--1S--2C--2D--2H--,3H,maximum; no !h stopper
1D--1S--2C--2D--2H--,3N,maximum; !h stopper
1D--1S--2C--2D--2H--,3S,5!s; maximum
1D--1S--2C--2D--,2N,5!d-4!c 17-18; !h stopper
1D--1S--2C--2D--,2S,5!d-4!c-3!s 15-16
1D--1S--2C--2D--,3C,5+!d-5+!c 3-4.5 losers; GF
1D--1S--2C--2D--,3D,6+!d 17-18
1D--1S--2C--2D--,3H,5+!d-4!s very strong !h splinter
1D--1S--2C--2D--,3N,some very strong hand
1D--1S--2C--2D--,3S,4+!d-4!s 18-20 balanced
1D--1S--2C--2D--,4C,5+!d-4!s very strong !c splinter
1D--1S--2C--2D--,4D,strong invite
1D--1S--2C--2D--,4S,had a huge !s hand
1D--1S--2C--2D--,--,5+!d-4+!c 11-16
1D--1S--2C--,2H,relay; 9+ HCP; F1
1D--1S--2C--2H--,2N,5+!d-4+!c; 17+
1D--1S--2C--2H--2N--,3C,shape ask; GAR relay
1D--1S--2C--2H--2N--3C--,3D,5!d-4!c-(3-1)
1D--1S--2C--2H--2N--3C--3D--,3H,asks shortness; denies !d interest
1D--1S--2C--2H--2N--3C--3D--3H--,3N,short !h
1D--1S--2C--2H--2N--3C--3D--3H--,3S,short !s
1D--1S--2C--2H--2N--3C--3D--,3S,asks shortness; sets !d
1D--1S--2C--2H--2N--3C--3D--3S--,3N,short !s
1D--1S--2C--2H--2N--3C--3D--3S--,4C,short !h
1D--1S--2C--2H--2N--3C--,3H,6+!d-4!c
1D--1S--2C--2H--2N--3C--3H--,3S,asks shortness; denies !d interest
1D--1S--2C--2H--2N--3C--3H--3S--,3N,short !s
1D--1S--2C--2H--2N--3C--3H--3S--,4C,short !h
1D--1S--2C--2H--2N--3C--3H--,4C,asks shortness; sets !d
1D--1S--2C--2H--2N--3C--3H--4C--,4D,short !s
1D--1S--2C--2H--2N--3C--3H--4C--,4H,short !h
1D--1S--2C--2H--2N--3C--,3N,5!d-4!c-2-2
1D--1S--2C--2H--2N--3C--,3S,5+!d-5+!c; short !s
1D--1S--2C--2H--2N--3C--,4C,5+!d-5+!c; short !h
1D--1S--2C--2H--2N--,3H,asks !h stopper
1D--1S--2C--2H--,2S,5+!d-4+!c; 11-16
1D--1S--2C--2H--2S--,2N,GF shape ask; GAR relay
1D--1S--2C--2H--2S--2N--,3C,5!d-4!c
1D--1S--2C--2H--2S--2N--3C--,3D,asks shortness; no !d interest
1D--1S--2C--2H--2S--2N--3C--3D--,3H,2-2
1D--1S--2C--2H--2S--2N--3C--3D--,3N,sing. !h
1D--1S--2C--2H--2S--2N--3C--3D--,3S,sing. !s
1D--1S--2C--2H--2S--2N--3C--,3H,asks shortness; sets !d
1D--1S--2C--2H--2S--2N--3C--3H--,3N,sing. !s
1D--1S--2C--2H--2S--2N--3C--3H--,3S,2-2
1D--1S--2C--2H--2S--2N--3C--3H--,4C,sing. !h
1D--1S--2C--2H--2S--2N--,3D,6+!d-4!c
1D--1S--2C--2H--2S--2N--3D--,3H,asks shortness; no !d interest
1D--1S--2C--2H--2S--2N--3D--3H--,3N,short !h
1D--1S--2C--2H--2S--2N--3D--3H--,3S,short !s
1D--1S--2C--2H--2S--2N--3D--,3S,asks shortness; sets !d
1D--1S--2C--2H--2S--2N--3D--3S--,3N,short !s
1D--1S--2C--2H--2S--2N--3D--3S--,4C,short !h
1D--1S--2C--2H--2S--2N--,3H,5+!d-5+!c; short !s
1D--1S--2C--2H--2S--2N--,3S,5+!d-5+!c; short !h
1D--1S--2C--2H--2S--,3C,4+!c 9-11
1D--1S--2C--2H--2S--,3D,3+!d 9-11
1D--1S--2C--2H--2S--,3H,asks !h stopper
1D--1S--2C--2H--2S--,3S,6+!s GF
1D--1S--2C--2H--,3C,5+!d-5+!c; 3-4.5 losers
1D--1S--2C--2H--,3D,6+!d; 17+
1D--1S--2C--2H--,3H,5+!d-4!s; 17+ splinter
1D--1S--2C--2H--,3N,5!d-4!s-2-2; 17+
1D--1S--2C--2H--,3S,4+!d-4!s balanced 18-20
1D--1S--2C--2H--,4C,5+!d-4!s; 17+ splinter
1D--1S--2C--,2N,4+!c; 0-2!d; 5-8 HCP
1D--1S--2C--2N--,3C,11-16 5+!d-4+!c
1D--1S--2C--2N--,3D,17-18
1D--1S--2C--2N--,3H,very strong hand; asks !h stopper
1D--1S--2C--2N--,3S,invite; 18-20 bal 4!s
1D--1S--2C--,2S,Please read chat#5+!s 5-8 HCP; strong pref for !s over !d
1D--1S--2C--2S--,2N,5!d-4!c 17-18; !h stopper
1D--1S--2C--2S--,3C,5+!d-5+!c 3-4.5 losers; GF
1D--1S--2C--2S--,3D,6+!d 17-18
1D--1S--2C--2S--,3H,very strong hand; asking for !h stopper
1D--1S--2C--2S--,3N,some very strong hand
1D--1S--2C--2S--,3S,4+!d-4!s 18-20 balanced
1D--1S--2C--2S--,4C,5+!d-4!s very strong !c splinter
1D--1S--2C--2S--,4D,strong invite
1D--1S--2C--2S--,4H,5+!d-4!s very strong !h splinter
1D--1S--2C--2S--,4S,had a huge !s hand
1D--1S--2C--2S--,--,5+!d-4+!c 11-16
1D--1S--2C--,3C,5!s-4+!c 9-11
1D--1S--2C--,3D,5!s-3+!d 9-11
1D--1S--2C--,3H,5+!s-5+!h 9-11
1D--1S--2C--,3S,6+!s 9-11
1D--1S--,2D,6+!d 11-16 or 5!d-4!h 15-16
1D--1S--2D--,2H,invit+ relay
1D--1S--2D--2H--,2N,max 6+!d; denies 3!s or 4!h
1D--1S--2D--2H--,2S,6!d-3!s minimum
1D--1S--2D--2H--2S--,2N,GF relay for shortness
1D--1S--2D--2H--2S--2N--,3C,6322
1D--1S--2D--2H--2S--2N--,3D,short !h
1D--1S--2D--2H--2S--2N--,3H,short !c
1D--1S--2D--2H--2S--,3C,asks !c stopper
1D--1S--2D--2H--2S--,3D,9-11
